0,0,0,5,2
0.1,0.5,0.2,5.01075334279092,2.0366777002919
0.2,1.00107533427909,0.40366777002919,4.96557640557085,2.05392116669926
0.3,1.49763297483618,0.609059886699117,4.97195171036803,2.02776740077316
0.4,1.99482814587298,0.811836626776433,4.96327986992192,2.03461989010393
0.5,2.49115613286517,1.01529861578683,5.03484780871643,2.09000863070163
0.6,2.99464091373681,1.22429947885699,5.0078500699133,2.15070710002827
0.7,3.49542592072814,1.43937018885982,5.02235815441222,2.14944600256447
0.8,3.99766173616937,1.65431478911626,5.03665301248874,2.14534668139848
0.9,4.50132703741824,1.86884945725611,5.03417012552442,2.17514063355419
1,5.00474404997068,2.08636352061153,5.06235081532043,2.20348448182278
1.1,5.51097913150273,2.30671196879381,5.07578075799259,2.17933474336908
1.2,6.01855720730198,2.52464544313072,5.09012553101917,2.21193944915237
1.3,6.5275697604039,2.74583938804595,5.0999034064254,2.23263330935073
1.4,7.03756010104644,2.96910271898103,5.11444110909307,2.22656449085501
1.5,7.54900421195575,3.19175916806653,5.120318538435,2.21081883477984
1.6,8.06103606579925,3.41284105154451,5.13808645107015,2.18787743264045
1.7,8.57484471090626,3.63162879480856,5.11670904190679,2.17168745875196
1.8,9.08651561509694,3.84879754068375,5.0578233586669,2.20045506460826
1.9,9.59229795096363,4.06884304714458,5.06432716945602,2.18535649822486
2,10.0987306679092,4.28737869696706,5.09173314025792,2.15112616984779
2.1,10.607903981935,4.50249131395184,5.08968829133621,2.14629722901564
2.2,11.1168728110686,4.71712103685341,5.09607242611952,2.15255440094839
2.3,11.6264800536806,4.93237647694824,5.07877482777304,2.15195337502447
2.4,12.1343575364579,5.14757181445069,5.07547724738886,2.16450752077504
2.5,12.6419052611968,5.3640225665282,5.09734256076965,2.18669298672733
2.6,13.1516395172738,5.58269186520093,5.08006950432987,2.18824016854994
2.7,13.6596464677067,5.80151588205592,5.05578716345756,2.1659701537202
2.8,14.1652251840525,6.01811289742794,5.0556501768955,2.1966227598859
2.9,14.670790201742,6.23777517341653,5.04025685862042,2.2040503361411
3,15.1748158876041,6.45818020703064,5.035745170575,2.22639745891739
3.1,15.6783904046616,6.68081995292238,5.01396388467395,2.22704860820069
3.2,16.179786793129,6.90352481374245,5.0250144250962,2.2490608125583
3.3,16.6822882356386,7.12843089499828,5.05589866300628,2.25077943522181
3.4,17.1878781019392,7.35350883852046,5.02606685679352,2.23593339847662
3.5,17.6904847876186,7.57710217836812,5.00483522212712,2.28294254295666
3.6,18.1909683098313,7.80539643266379,4.99252318449779,2.29790407863074
